id	filename	md5	size	state
6525f4e0-ba79-4576-89b3-df0ab6e45309	6525f4e0-ba79-4576-89b3-df0ab6e45309/a5f6ddd7-f795-4920-b714-ed86942953e3.rna_seq.augmented_star_gene_counts.tsv	6a687e24eaaf5e56dec613cc190c04be	4245794	validated
67543f50-3821-4723-842d-3924b9a32142	67543f50-3821-4723-842d-3924b9a32142/1da64d9f-f5dd-4017-bf82-d1a61512b56b.rna_seq.augmented_star_gene_counts.tsv	0a7a8cd5f1ff8bb03146c36f27b55c39	4217045	validated
6c20a899-c806-46d0-b744-a26e53a9cb45	6c20a899-c806-46d0-b744-a26e53a9cb45/80ef527d-5511-4944-a1b3-1426d98294b7.rna_seq.augmented_star_gene_counts.tsv	988dc2e0d83db9da378b80513d7391cb	4249184	validated
6c66987a-38f6-4125-8ac1-aa55921fcc26	6c66987a-38f6-4125-8ac1-aa55921fcc26/f77f77e1-073c-4f6a-bc48-1ba165ecc024.rna_seq.augmented_star_gene_counts.tsv	350a2f170bf1813048d9831ce0acb2d1	4233750	validated
6feef177-114c-4285-b242-481fe0aea551	6feef177-114c-4285-b242-481fe0aea551/77322072-2a7f-49e6-a9d1-c521c25acd70.rna_seq.augmented_star_gene_counts.tsv	45b7be11c5973bc8825c17ba14a80053	4257905	validated
72db648d-0ff7-418b-b7bd-590eda282f74	72db648d-0ff7-418b-b7bd-590eda282f74/f0395da6-5f12-4a35-8aa6-0b1b47a2acba.rna_seq.augmented_star_gene_counts.tsv	b7ee69b362188669c7924dabfb628b0d	4245810	validated
754343b4-f9f5-478a-a076-2791b8857c3e	754343b4-f9f5-478a-a076-2791b8857c3e/8a6d64cc-3f03-4a5d-b6ce-83fa9c7f7d07.rna_seq.augmented_star_gene_counts.tsv	5af2aac801e2a7259b41ef4caca8fdac	4258956	validated
7666bfbe-6803-4b5d-b3b4-e9069fc4bea5	7666bfbe-6803-4b5d-b3b4-e9069fc4bea5/c18d9cb5-17ca-4c49-bd72-4b4c6184fba3.rna_seq.augmented_star_gene_counts.tsv	599701dbdeae7d240828cacbe37318a4	4220158	validated
7671d2c4-d6da-46d5-8ef0-baab496456d2	7671d2c4-d6da-46d5-8ef0-baab496456d2/0c09f267-c052-4208-83f3-9acbad0867d5.rna_seq.augmented_star_gene_counts.tsv	2e2692c2ae972bad152b7041f46be450	4210042	validated
7abd9747-a947-4b15-b51c-c82cda9f065c	7abd9747-a947-4b15-b51c-c82cda9f065c/731c955b-e1e8-462a-9c94-64310f2d7eae.rna_seq.augmented_star_gene_counts.tsv	1622584397c678c7e0361519fdaec87b	4244173	validated
7cf36ebf-b16e-49ac-bcc4-b127b1f2a3da	7cf36ebf-b16e-49ac-bcc4-b127b1f2a3da/3dde8e24-6a2b-49ab-b4df-c058f18a3851.rna_seq.augmented_star_gene_counts.tsv	589cd84827918fc45ee16368ada13790	4252365	validated
81152340-ffac-4122-8b21-bef3a474a18e	81152340-ffac-4122-8b21-bef3a474a18e/a84ef848-a790-4e90-96b4-45b24c3aaaf4.rna_seq.augmented_star_gene_counts.tsv	cb1f2a1796538d6edd31cb6321066fe6	4226172	validated
82e982fc-138a-48f8-8127-fb20caa019a2	82e982fc-138a-48f8-8127-fb20caa019a2/b1d9364c-d703-4884-b96d-20d8084040a8.rna_seq.augmented_star_gene_counts.tsv	54f1b9cb73ec7405a3d531defbada6b5	4215198	validated
85c794c1-3fd0-4a10-a613-9db7eff3c78f	85c794c1-3fd0-4a10-a613-9db7eff3c78f/2f03d42e-9735-4edb-87d9-ec443b7801a5.rna_seq.augmented_star_gene_counts.tsv	0cca0b7b820d604efba1b44160f95826	4215638	validated
85feefbe-6aad-430b-a882-c71e4a5d1e07	85feefbe-6aad-430b-a882-c71e4a5d1e07/160dd8d4-3262-4789-bd92-d5470bc7d41b.rna_seq.augmented_star_gene_counts.tsv	46f6d40d38e0220b88ece7a6a1769424	4240771	validated
864c2830-c699-433c-bcba-20f0c692854a	864c2830-c699-433c-bcba-20f0c692854a/aa764c7d-2e26-4e8c-94d3-870772bad93f.rna_seq.augmented_star_gene_counts.tsv	d1914be91865ed6be3de00fba503c10e	4229001	validated
86757083-5e47-423f-91e3-5f2ad6779b27	86757083-5e47-423f-91e3-5f2ad6779b27/c16f63fb-a468-48e8-b679-6e26b8457530.rna_seq.augmented_star_gene_counts.tsv	fc50c91eedc412167f657a917285cbf8	4233079	validated
892294a6-6b94-4284-bae3-9eb0bdc853f6	892294a6-6b94-4284-bae3-9eb0bdc853f6/981bfd73-1d4c-47c0-870a-b9a6300858dc.rna_seq.augmented_star_gene_counts.tsv	6959c489a603e1f8d501b811b7446fb7	4230310	validated
89785c02-2345-4fa3-b73b-4d9da706c972	89785c02-2345-4fa3-b73b-4d9da706c972/e6992421-f34c-4a68-a218-d53f56d0f562.rna_seq.augmented_star_gene_counts.tsv	9a2ddeed73afde6de9a3021e062ba82c	4219958	validated
89bf9c33-c1b4-4786-821f-802cf36eed43	89bf9c33-c1b4-4786-821f-802cf36eed43/2a53d9f7-430a-45c5-9171-8ee65dc560dd.rna_seq.augmented_star_gene_counts.tsv	e60e754c99194b675d97bbadf45cce3a	4242284	validated
8a518a19-2c85-42ec-b027-47139aa442d4	8a518a19-2c85-42ec-b027-47139aa442d4/14e05372-1acb-4479-904b-ce8acef028eb.rna_seq.augmented_star_gene_counts.tsv	1b1c74710c48e56bab58f70be921efbd	4236191	validated
8dbb93bd-bf45-4148-acdb-6609d5c4a1e3	8dbb93bd-bf45-4148-acdb-6609d5c4a1e3/ce9e3b71-b907-4c30-bbc9-fd929a6df15b.rna_seq.augmented_star_gene_counts.tsv	208c0166671cd6078ea6dccc6734c570	4217876	validated
94861d8a-3b40-4334-9fb5-c9df71a1e1da	94861d8a-3b40-4334-9fb5-c9df71a1e1da/8c55ee80-c8c3-4196-9b67-81732fffe9f4.rna_seq.augmented_star_gene_counts.tsv	1adb811f44e89845340404914895f12c	4228528	validated
951f2356-17f4-4f4f-a8ec-855c7e93dce1	951f2356-17f4-4f4f-a8ec-855c7e93dce1/7eab2708-6708-4f8e-b238-e06007754e7e.rna_seq.augmented_star_gene_counts.tsv	9837dd0bdde68bbcbf072e4cc44d3532	4254332	validated
9940e2a8-6a68-4482-a1bc-2a6edb7d52cd	9940e2a8-6a68-4482-a1bc-2a6edb7d52cd/bc8b6dee-0f79-492f-85e1-c1a09d6f9680.rna_seq.augmented_star_gene_counts.tsv	adc6e0a31776c8970551d88894e45b24	4226354	validated
9ad544f6-b684-4a97-8d05-f812267962bb	9ad544f6-b684-4a97-8d05-f812267962bb/f8a748c2-91e5-49a2-9095-229476dc9ce5.rna_seq.augmented_star_gene_counts.tsv	57855060f7c89352ab88009f92c93092	4224341	validated
